reviews,sentiments,ratings
"Got T110 delivered in 5 hrs .... Uptill now good sound quality loudness is good .... Bass too.... App support is also good 👌 used it for 2 hrs only but I will update in the future !
I have used t300...truke btgX1...boult Astra
So far t110 sound is on par with t300 and boult astra",Best in the market!,5
Best in my opinion.,Terrific purchase,5
Good buds sound quality awesome and in budget loved it 😍,Must buy!,5
Nice buds and looks premium,Mind-blowing purchase,5
"Liked, The best realme products 👌 😍 ✨️",Delightful,4
"Sound quality better than dizo buds z and z pro
Battery backup osm
Primium look quality products
But on call back noise problem
Buds Not support gaming
Value for money
Thank you flipkart",Delightful,4
Good one!,Just wow!,3
"Its Ocean blueeee...
Mind blowing oneee... ✨",Great product,5
"It's a very good product. Sound is very good, all over are excellent 👌buy one get one free😄",Highly recommended,5
Good premium design and sound quality,Must buy!,5
SO GOOD Realme techlite buds ❤☺,Mind-blowing purchase,5
Very very good product😍😍😍😘,Highly recommended,5
"Worth for money,,design assume,boss superb,,battery performance wow...",Nice product,4
Realme should work more on the sepration of bass and sound they feel like mixed up ..At this price point there is other better option ...,Nice,3
"Left bud discharge faster than right one, if you have to connect in laptop or different phone after disconnecting from your phone you have to manually pair them they won't connect automatically",Nice,3
It's amazing purchase because still working conditions very good better sound quality and charge is maybe myself more than week regular use,Brilliant,5
One more time I want to say this is awesome guys . I LOVE THE PRODUCT 💖,Perfect product!,5
After 2month using good 👍,Mind-blowing purchase,5
nice quality good sound nice looking,Worth every penny,5
Very good buds t100,Highly recommended,5
As i experience very good product value of your available money & very unique quality bass boosted🔥❣️,Awesome,5
👍🏻This one is best😊. except 🙂noise cancellation because it doesn't work.we cannot use it while travelling or crowded places for phone calls other than that this best for games songs and good quality and battery life is the best one❤️😍,Fabulous!,5
Amazing Product.....,Worth every penny,5
"Ear buds are very nice in all expect ,sound quality ,battery , desgin , its application also is very good for controlling it , i am happy with all things of it so u can buy it without any tention , bcz i am using it with free mind",Super!,5
Awesome Product Realme 😘😘😘,Fabulous!,5
"India me first delivery
Super buds",Worth every penny,5
In Real Taklife Words Sound System bass Everything's Alright. Build quality is also good. Just a little volume up and down problem is coming.,Good,4
Tuch sensor is very bad.,Not recommended at all,4
Just wow !! One of the best in this price range . Base are awesome 😎 and good sound quality... Just go for it !!,Terrific purchase,5
Go For It Will Never Let You Down,Must buy!,5
Very nice performance,Worth every penny,5
"It is surprisingly good. 👍
It is lightweight, well-designed, and efficient TWS. Flipkart's service deserves praise as it was delivered in a single day.",Super!,5
"Excellent product ... More than value for money. Must buy.

I am a audiophile listener. So i feel i can give my feedback on this product.

I have bought it for my dad . Surprisingly it was an excellent 👌 purchase.

Built quality is top notch.

Sound quality and acoustic setup is wide and make the low , highs mids more clarity.

Charge stays around 6-7 hrs of usage which is good.

For me bass was little higher side i am not used to it.

Conclusion best product to buy at this price range go ...
READ MORE",Best in the market!,5
"Sound soo good, i like it.",Classy product,5
"Superb earbuds in this price worth every penny
I'm writing this review after 1 week of usage.",Terrific purchase,5
Osm saund yr 🥰🥰🥰,Excellent,5
"Really a value for money purpose🔥🔥🔥 amazing bass with superb battery backup
...🔥🔥🙏🙏🙏",Worth every penny,5
Very good product. I am satisfied 🤩😍😙😚😗😘😇🥰🥰,Perfect product!,5
Nice sound nice build quality 👍,Highly recommended,5
Very nice full sound full bass,Brilliant,5
"See.. I am very specific about music so am here to write a review of my music taste... As am a bass lover
This earphone is best in this price segment i have used many type of earphone and buds recently i have purchased boult.. Boat of this price segment ... But realme is killed both of them.. I have used oneplus nord buds its similar to them

*if you are bass lover please go for this without questioning
*vocals are clear good enough 5/5
*battery backup is decent if you charged it full... ...
READ MORE",Highly recommended,5
"This is a game changer earbud,at this price point unbeatable ,if u love base in our songs just give it a shot and also the mic is pretty decent.",Mind-blowing purchase,5
"This price range awesome buds
Thanks flipkart",Brilliant,5
Everything's are very good 😍,Must buy!,5
"Sound quality is really good
Design and build quality is good perfectly fits on my ears
Heavy bass 🔥
Mic quality is also good
Just go for it",Perfect product!,5
Very good product 👍 filpkart,Delightful,4
Good sound clarity with better battery life. ANC should be still more good. Should use both earpods for good calling,Terrific purchase,5
This product is better than all product in this range 👍👍,Terrific purchase,5
For music lovers 👍,Really Nice,4
"If you searching for a tws with good bass then go for this. I am a bass lover and this have good and balenced bass and there is a option for bass bost. And sound is cristal clear and outdoor calling is not soo good. So for music and indoor calling it is best.
***Bass is good and deep.",Very Good,4
"Battery 🔋🔋🔋 back-up average.
Sound quality normal.
Bass not very good
Design nice",Decent product,3
"Sound 5 out of 5
Bass 4.5 out of 5
Design and build 4 out of 5
Battery backup of buds 3 out of 5
Battery backup of airbud box 4 out of 5
All over 4/5
Far better than 899 wala airbuds of Boat.",Very Good,4
Super product,Nice product,4
Thank you flipkart for this product . Sound quality is too good and value for money. This perfect choice of middle class boy.,Good choice,4
Good one,Delightful,4
"1 sound quality is good
2 connectivity in below 2 seconds
3 bass is good
4 battery back up is good 4 to 5 hours with 70% volume",Good quality product,4
"Good product,",Very Good,4
"I bought these earbuds one month ago and believe me it's quite impressive. The bass is marvelous and highs and mids are also good as per this price range.
The sound is crystal clear and u can set as per your need in the realme link app.
Battery is good and call quality is ok type, call voice crack sometimes in public places. Build quality and look is just osm. As a student , I love these buds and I will recommend this only for music lovers..If u have budget of around 1400 to 1600 then just ...
READ MORE",Delightful,4
"After using 1 months I am writing this review.
1-Sound quality is awesome
2-Bass is good
3-While talking
Talking while walking in silence place is good
Talking at noise place is little disappointed
But can't talk while bike driving
4-Designe is awesome
Finally this is very good product on this money.",Really Nice,4
"Amazing products
Sound quality osm
Bass superb 👌👌",Wonderful,4
This price supar 🔥,Really Nice,4
Superb,Pretty good,4
"Worth money, go for it",Delightful,4
I received it today really amazing product it's value for mony. Go for it 👌i loved it,Wonderful,4
"I like it very much...
Bass is boom boom..
Sound quality is superb..
Design is too good.
Love realme product
Genuine product...",Wonderful,5
"Bass lovers... Please buy this,an extraordinary experience with sound quality.. Loved it😍",Just wow!,5
Sound and call quality awesome 👍,Awesome,5
Excellent realme techlife buds t 100 😱😱😱 sound quality ❤️❤️❤️ best 😘😘😘 powerfull bass crystal sound🤯🤯🤯 I love this product 💓💓💞💞💞 best packaging 👍👌👌😜😜😜 must buy ❣️❣️❣️🎁 super 🤼💥💖💖💖💖💖💖💗💗💗💗💗💗💯💯💯💯💯💯🎷🎷🎷🎷🎷🎷 realme fan🕺🕺 thanks Flipkart 🙏 beautiful 🥰🥰🥰🥰🥰🥰,Simply awesome,5
This is the best buds in 1300. The Sound quality and base is awesome .....👍,Terrific,5
"I am writing this review after 3 months of use.. this earbuds is superb. 3 to 4 times I was wash it with my clothes . And many times left from my hand. But there is no damage or no other issue, it is made for irresponsible person 🤣 buy it and don't care about your earbuds..they will never disappoint you.. guys don't think too much... It is superb ..no doubt..best earbuds.. go for it...",Super!,5
Close your eyes and just go for it everyone. Best earbud in this segment.,Fabulous!,5
"Perfect device
Sound quality is awsome in this price range
Perfect bass , also can adjust with realme link apk
Looks cool
Fit perfect in ears
Cons :
No led available in buds
No provision for lanyard for perfect handling of case",Worth every penny,5
"I have been using it for 5 days
Pros:
1. Good sound quality which every music lover wants means you can hear clear voice and vocals
2. In calling it gives clear sound of the other in call and your sound also delivered to him/her clearly without any background noise
3. Google fast pairing feature is very useful like after one time pairing it pairs very fast whenever you just open the case of it.And also it uses Google location services means if you can track the location of the earbuds
4. If y...
READ MORE",Best in the market!,5
Bass is too much in this earbuds.... sound is not clarity that is the reason why I don't like it also it is uncomfortable for my ear after a while use my ear is feel pain..... I request to realme to make a buds to comfortable that' is the most important for this generation.... By the way thank you realme and also thank u Flipkart for o fast delivery this order that I like too..... Thank you FLIPKART☺️,Worth every penny,5
"Pros:
Bass is very good...
Battery Backup is Good...
Sound Quality is Awesome...
Call quality Average...

Cons:
You cant turn off the buds manually...
Touch control is not good..
Sometimes Take time to pair...",Simply awesome,5
"I) Bass no doubt 10/10 .you can also add extra bass through app
II) Battery🔋 backup upto 20hr in 50% volume (I am talking about earbuds only , not complete case + buds) . I will give 10/10
III) Sound quality (10/9) :- no doubt sound quality is clear but it needs to add extra some mids because you will find only bass and treble not proper mid
IV) Build quality and IPX rating (10/10)
V) plus point- at this price point, you will get app support, which other companies do not provide (10/10). T...
READ MORE",Just wow!,5
"Amazing products.

Value for money 💰.

Worth it",Mind-blowing purchase,5
This earbuds is perfect in this budget,Terrific purchase,5
Amazing product thank you 🥰,Simply awesome,5
"Sound quality is Super I loved it❤️❤️ 09/10.
Bass quality is Good because it has a great punch in his bass driver 9/10.
Vocal are Awsome we can hear a crystal clear voice 8/10.
Design is Good and I loved it's built and design❤️❤️ 8/10.
Battery pickup is good 9/10.
Overall all the specifications are Good and I Liked this Product and writting review after 2 weeks from delivery.
I used this product daily for 8-9 hrs continuously for my online classes but it has a problems that after using 2-3 hr...
READ MORE",Brilliant,5
If you are looking for a crustal clear calling and music you must buy this product. I brought 3 different products to check best calling experience out of 3 this is the one which i have taken. Trust me under 1500 this is the good product if you are calling + music lover,Awesome,5
Very nice 👌,Excellent,5
"This product is amazing just in beginning u will feel a bit of uncomfortable if you are not used of stem shape earbuds but then after you will be alright it's value for money and the App support is also so good 👍😊
Really impressed by the quality if you are searching for a TWS under 2k then go for this.",Mind-blowing purchase,5
realme tech life music 🎵🎶 saund best Bess 👍👍👍👍,Great product,5
Awesome Product. It is the best earbud in this price segment.,Simply awesome,5
Superb in this price range,Awesome,5
"Super product in this price range if you want to buy any earbuds it should be first choice for you. Super sound , awesome calling abilitiy, bass and voice too good. Thank you realme Techlife T 100.",Brilliant,5
"Excellent product at this price range.
Sound quality is quite good.
Bass is decent, can change between bass boosted and balanced using app.
Build quality is best in this price and compact size.
Call quality has exceed my expectations good at this price compare to others.",Classy product,5
Awesome feel❤️,Best in the market!,5
The sound quality is superb. Base is good. But there is one problem it becomes difficult to connect to more than one device. Each time I have reset the ear buds to connect to other devices. Otherwise the overall quality is very good,Worth every penny,5
It's amazing. Sound and build quality. Everything awesome,Terrific purchase,5
"Design is good. Sound is clear. It didn't hurt my ears even if I use it for long time. For the money paid, it's totally worth.",Mind-blowing purchase,5
"Liked this product very much.
Very fine sound quality and enhanced audio.
Must buy in mid range headphones",Just wow!,5
Superb quality 👌👌👌,Great product,5
#awsm,Worth every penny,5
What a headset best of all,Best in the market!,5
Awesome product. I like it very much.,Just wow!,5
Good product you can absulatlay bye,Terrific,5
Awesome product..Good quality deep bass .. sound quality perfect,Excellent,5
Very nice product rating 5 star,Excellent,5
"Sound quality is nice
The product quality much better than i expected
In this price range it's better",Brilliant,5
Very nici,Great product,5
One of the Best Ear 👂 buds,Highly recommended,5
Good product value for money. I loved it ❤️,Worth every penny,5
Nice and valuable product.,Delightful,4
"Sound quality is good bass is up to the mark.
But ANC is not so good your voice is clear when calling from indoor, but when you are calling from a busy road other person will not be able to hear anything",Fair,3
"Poor noise cancellation While using in travelling , there is lot of distrubance",Nice,3
Right ear bud not working properly. After every few minutes right side ear bud stops working. It has to put back in case then it starts to work again.,Bad quality,2
Nice earbuds,Excellent,5
Nice product 👌 👍,Awesome,5
Superb product by realme 😍👍,Fabulous!,5
"Overall Product is good, mainly good for calling indoor premises but as u use out side while riding d bike there is complete loss of sound while talking.
Music,Bass,indoor talk,bty backup overall good.",Excellent,5
Not good for calls,Expected a better product,2
"Nice product ,sound verry good",Fabulous!,5
"MUSIC - 4.5/5
BASS - 5/5
CALLING - 4/5
VOLUME - 4.5/5
Connectivity - 5/5(VERY FAST)
Looks - 5/5
Built quality - 5/5
Touch control - 4.5/5
Touch sensitivity - 4/5

In my view, this is the best product in this price segment must try it once.",Highly recommended,5
So Amazing,Terrific,5
"Value for money...
Bass superb
What a grt product.",Worth every penny,5
"Nice product!!😍🤗🤗🤗🥰
Noise cancellation is quite good!!👍
Music experience is fabulous👌",Awesome,5
"For one word I have to say,that I am just loving this buds 😍
Look and feel 5/5
Sound quality 5/5
Bass 6/5 😳
Call 5/5
Fitting in ears 5/5
You can't beleive that this buds have tremendous Bass..
Specially recommended for the Bass Lovers..
No doubt just buy it, you will definitely love the bass quality of this buds..
Thanks..
Jay Hind 🙏🙏",Terrific,5
"Bass is good and sound also,battery backup is decent,if u a bass lover u buy it this blindly",Must buy!,5
Very good 👌👌,Perfect product!,5
Value For Money 💰,Brilliant,5
Exlent product very best base and sound quality I love it this buds 😍😍😍 ty realme brand,Brilliant,5
"Good for realme users, good sound, very nice product but inbox no data cable",Good choice,4
Nice .,Good,3
It is the best One to enjoy the music. Really good,Nice product,4
"Sound 5/5
Bass 5/5
Built and design 5/5
Pair new device 1/5😔",Delightful,4
"boat Service. -100/100( very good )#1
Battery 🔋. - 10/10. (Very good)
Bass - 09/10
Look. - 09/10
Wire quality. - 07/10
Over quality. - 09/10
Sound quality. - 08/10
Delivery. - 10/10
Packing. - 10/10
AAC support 👏
Over review - 95/100
Good for online class, meeting, 🎧song.",Nice product,4
Boat always Rockzzz.,Mind-blowing purchase,5
Awesome Sound & Superb Design,Simply awesome,5
Nice 😊,Really Nice,4
Mind blowing product,Super!,5
This neckband supports ENx tech that delivers a matchless calling experience by letting you be clearly heard over voice calls with a great battery backup!,Highly recommended,5
I use many types of boat headphones but this headphones is best...Mind Blowing crystal sound Quality...build quality is very good.One of the most beautiful neckband From BOAT.,Worth the money,4
"Awesome battery backup,good sound also",Very Good,4
"Nice beautiful and very good product of boat
All around 4. 8 out of 5 bettery life is amazing and bass is also good and Clear voice.",Best in the market!,5
"Sound quality is very good
Base quality is so lovely
Build and design quality is very nice
Battery backup is very very very very very nice 👍👍☺️👍👍☺️
I am so happy.
Thanks boat💗💗💗💗💗💗💗💗",Brilliant,5
🙏This neckband awesome 👌👌👌🔋 battery backup is ♥️nice 60hours the best neckband 👌👌👌,Terrific purchase,5
Very nice sound,Best in the market!,5
"Value for money z& 60 hours battery backup fabulous 😍,",Good choice,4
the product was too worth for buying. excellent quality.. battery backup was too good. 60hrs battery backup was true. connectivity was very fast. i am 100% satisfied with this product.,Excellent,5
"boAt rockerz 333 Pro is a Best Bluetooth Headset ever. But I was a little disappointed about its charging socket.

Pros.

1. Super Long Lasting Battery Backup.
2. Crystal Clear Sound.
3. Super Bass.
4. Good Quality Headphone Cable.
5. Value for money.


Cons.

1. Charging Socket",Good choice,4
Best headset with top features in this price range compared to other neckbands in the market. Go for it as it's the best buy.,Classy product,5
"well long story short sound quality is decent if you are looking for great sound then one should skip this one
you just get what you pay for
if you are looking for a good quality neckband with best backup and decent sound quality then this one is perfect for you
battery backup is superb it will last you more then 3 days with heavy usage",Nice,3
Supav 100 % right 🔋 battery 100%,Simply awesome,5
"One of the best headphone 🥰🤞
Value for money 💰
Love it 💕",Best in the market!,5
This is amazing 👌👌🎵🎶,Best in the market!,5
Sound and look very good and product is very High smart work,Delightful,4
"Awe-more..
This Blue color is dope. The very first time I saw it i fell in love with the color. Specially the shiny metallic color on the collar and in the ear buds. The sound quality is very good but the bass is more than enough. Fits properly inside the ear without hurting it. Braided wire handles all the bend. And most importantly the battery backup is enormous. Switching to multiple device is an useful addition for WFH employees. The only thing I wish this could have is magnetic power con...
READ MORE",Fabulous!,5
Worth for the money massive bass effect crystal clear sound and battery back up also awesome unpredictable one drawback ear bud magnetic not effectively,Wonderful,5
Value for money .. good sound and good battery backup... Nice product..,Great product,5
Excilent,Just wow!,5
"Value for money
Nice product
Trusted brand BoAt",Good quality product,4
"Only runs continuously for 32 hours on 100% volume
guaranteed , review after using proper 15 days .",Value-for-money,4
"Overall the product is good ...
I found these drawbacks
1. Magnets are very Bad. I am giving 1 star to magnets.. may be I got a defected item. But I got really a very bad Magnets.
2. Bass is good but it needs little improvement.
3. The colors are not Good . The color looks like a cheap product. But I think this point doesn't matter.
4. It works good in calling Function but I think it need more improvement. I am Giving 4 star to Calling Function.
Good Things in these earbuds are
1. Excellen...
READ MORE",Good,3
Very nice and beautiful product,Highly recommended,5
Sound quality is gr8.. awesome battery backup..,Just wow!,5
Experience the pure auditory bliss with this boat rockerz 333 headset. Highly recommended in this price range!,Excellent,5
The product very good.,Best in the market!,5
"Sound Quality is good, Noise cancellation is also very good",Worth every penny,5
"Things I like and don't like:
Good 👍
1. Battery: one charge is all it takes and then you will forget the last time you charged it, really nice backup
2. Build quality: the build the the best I have seen in a neckband
3. Type c charging: fast really fast

Bads👎
1. Sound quality: its average (like 6/10)
2. Bass: bad bad bad, not for base lovers(like 4/10)
3. Mic: average (like 6/10) struggles it catch low voices but attracts side noises more than my voice, enx I don't know wht it even exist...
READ MORE",Decent product,3
"Nice built quality and sound was good.
Battery backup is almost 50-60 hrs
Value for money product",Classy product,5
Battery backup awesome look and build quality great.I am so happy to bought this .,Fabulous!,5
Battery backup superb.....,Terrific purchase,5
"Oosam, battery life, build quality, and sound everything good 👍❤️",Super!,5
Wow product,Terrific purchase,5
"After lots of research, I bought this Bluetooth headphone, the audio quality & battery life is better then peers. The best thing is it supports 2 phones together! It’s also lighter then the older boat models, you can feel the difference.

Worth the money, you can buy this without any issues.",Brilliant,5
Boat is always ready to Rock...,Awesome,5
This is the best product,Nice product,4
Great sound quality...,Terrific,5
"I first time purchased boat earphones and writing this review after 2 days of usage. I really had high expectations with these earphones, that it will fulfill my both needs, Music & office calls. But it failed to impress in music section. For calling, it's good.

# Poor bass & music quality
# Not for music lovers
# Build Quality is Good
# Good for those who take lots of office calls.
# Cost is too much compare to what we get.",Just okay,3
I havn't charged my neckband since 5 days and the battery is still 54%. The base is great too!,Super!,5
"Pros
Battery Life is outstanding as mentioned.
Beast mode is good..Game lovers may opt this for gaming for low latency.
Good and loud sound quality at higher volume.
Decent built quality with Braided cables.

Cons
1. No call Vibration alert at this high price. Basic Boat rockerz 235v2 has call vibration which is missing here..
2. No magnetic buds control for on/off.
2. No Active Noise Cancellation
3. ENx technology is not upto the mark.
4. Even during incoming call, instead of phone no only r...
READ MORE",Fair,3
The sound is very good but the design is not good. It would be nice to be a little stylish.,Perfect product!,5
Sound quality is good but this isn't magnatic headphone.,Perfect product!,5
Good quality product but a sound not ok,Must buy!,5
"Nice product .
Sound quality is too good
Must buy it.👍👍",Awesome,5
Nice but when you turn on high volumes it get affect,Good quality product,4
Awesome product 👍,Excellent,5
Best item,Great product,5
Best choice,Must buy!,5
"So cute,,, that's great 👌👌 product👍👍",Must buy!,5
Flipkart cheated me and delivered bad product and now not refunding my money I had a very bad experience and I will not buy from Flipkart again due to the treatment I received and will also warn my friends,Really Nice,4
"Rockerz 333 Pro Nice product from boAt but need to come up with vibrations on a call.
Ratings for this product from me is.
Battery 5/5 not used much bez it's new product for me😜. But one thing before buying I collected all information about a battery backup, so I given 5/5ratings.
Design 4.5/5 the cables are good and flexible but little bit improvements need to add.
Bass 4.5/5 bass is good for gaming and music lovers.
Sound quality 5/5 sound quality of a call from both side is 100%good.

...
READ MORE",Best in the market!,5
Best sound bt mike problem,Really Nice,4
V good product,Worth every penny,5
"Good product 👍
Im very happy",Terrific purchase,5
Loved,Best in the market!,5
Sound battery is very good 👍👌👌,Great product,5
Really osm 🥰,Great product,5
Super sound quality battery life is good,Perfect product!,5
Superb quality ❤️❤️,Super!,5
Amazing battery backup. Works for straight 20 hours in just one charge of 10minutes. Superb product!,Fabulous!,5
Boat 333 pro is very nice bettery becap is very very crazy gas i am impressed 5 day standed i love music 😚😚😚😚 just 20 charging completed but gaming is very very very poooooor AND vest don't purchus 😭😭 only songs and movies perfect FREE FIRE MOBILE BETEL GROND IN more game i try but sond is very love wepan sonds leat gas is bead expirins,Does the job,3
I am using it for almost 1 month and it's battery backup is good. Sound quality is also gud.,Very Good,4
Awesome 😎 🎵🎶,Just wow!,5
AWESOME PRODUCT. THANK YOU FLIPCART FOR THIS AMAZING PRODUCT IN SUCH A REASONABLE PRICE. REALLY SATISFIED.,Fabulous!,5
Battry problem,Moderate,2
"Built quality , Battery backup-good
Sound quality-not good for the price
Faced difficulty in connecting with the second device.",Wonderful,4
"Product is good but in last 1half year i bought 2 neckbands and 1st one run 3 months smoothly and then battery damage and the second one I buy then boat rockerz 333 pro and this time it's work smoothly 10months and then one day normally battery low and power off and then the nackband charging indicator showing single but the neck band not power on totally I m so upset with this thing and no customer support near to my city so now I m just switching my brand in a bad way because no customer ...
READ MORE",Good choice,4
Its battery backup is brilliant... Wire is very well braided and the neckband material is skin friendly that is of silicon.. Its really a value for money.. Go fot it. Bass is also perfect.. 80% noise cancellation work.. Which is quite good.,Nice product,4
"My 2.5 month Review

1. Build quality - 4/5
Would've liked softer ear tips, it starts to hurt after 1-1.5hrs

2. Battery life - 5/5
Excellent battery life, best in class, does deliver close to 55+hrs of battery life
Charging is quick too, works with any PD Fast charger

3. Sound Quality - 3.5/5
My experience is good but the volume could be louder at medium vol (60-70%)
Base is good, good for watching movies, I don't play games so am not sure about that

Cons:
It badly missed out on giving Ma...
READ MORE",Pretty good,4
"Best earphone under 1500, with 60 hours battery life",Delightful,4
Excellent...,Very Good,4
Outstanding product 💪💪💪,Best in the market!,5
Awesome 👍,Perfect product!,5
On nice 👍👍👍👍,Simply awesome,5
Super battery and sound performane 👌👌😍😍😍👑👑,Perfect product!,5
"It's a very good product.sound quality is very good 👍
I have used many products in this range but this is an amazing product in this price range, whoever is going to take this i strongly recommend this

Bass good. Call quality good like mobile. Build quality also good. Light weight. Battery back up good. Overall good.
I love this product ❣️❣️❣️",Must buy!,5
Very nice product 😘 and very nice sounds🎼🎵🎶🎤 and very nice battery 🔋,Mind-blowing purchase,5
"Superb product, long lasting battery ,sound quality also good, full value of money...",Worth every penny,5
Awesome battery backup - dual paring👌👌👌,Terrific,5
"Nothing to say about it..
You can go for it.. You will never regret",Great product,5
Good bass. Worthy product. Value for money,Excellent,5
"Super mind-blowing. Clear sound, built quality is good, waterproof also. Longtime battery backup.",Excellent,5
Very bad,Hated it!,5
Good produced,Highly recommended,5
"Excellent
Sound 4.5
Bass. 5.0
Quality. 5.0
I am full happy boat",Classy product,5
"Awesome sounds.
Good battery backup.
Built quality slightly on lower side.
Still a decent buy.",Best in the market!,5
"Worth it it having good sound ,bass,design and better battery backup .It feels like premium one while we are wearing .",Good choice,4
Average,Expected a better product,5
"If you wear both then you'll feel sucked....its very bad for calling
But for music experiences its superb...
Battery backup is also owsome....
Buy only for music and battery backup...
Not suitable for calling",Expected a better product,2
All r good.......👍🏻👍🏻,Super!,5
Very good quality value for money sound quality is amazing 🤩😍 in love this ❤️🔥,Best in the market!,5
"After 728 days, Today my right side of the earphone was gone 😔😔😔",Does the job,3
Good quality and battery 🔋 backup very good but price is very high,Worth every penny,5
Is very good product bass and battery backup is so good quality is also good,Mind-blowing purchase,5
Very good . but noise cancellation is very bad,Wonderful,4
Good neckband and sound quality overall experience is good...,Really Nice,4
"Good bass 👌 sound quality to good.....When the song is heard, the mind becomes beautiful...",Good quality product,4
Nice product and bass is osm mind blowing also I love boat all products boat ⛵⛵⛵⛵,Worth every penny,5
The look is unsatisfied 💔💔 the colour composition is worst one,Just okay,3
It's owsome ...boat is always rokz😎,Simply awesome,5
Nice good sound but designed not good,Must buy!,5
"Super bass & sound & charging

Sound 5/5😲
Bass 5/5😘
Desin & build 5/5
Value for money 5/5🥰
Charging 10/5 super 👌",Fabulous!,5
"Best in class -> Build quality, Sound, Bass, Battery backup and Value for money",Fabulous!,5
Very Good,Excellent,5
"after use of 2 years, this headphone i compared with many expensive headphones but really this is excellent in audio quality, if you are really a music lover or need very high-quality headphone in low budget this is recommend to you all.",Must buy!,5
I gifted this to my husband and he liked it,Must buy!,5
It is a good product in this price range,Highly recommended,5
Bluetooth headphones connect problem,Worthless,1
No 1 product,Mind-blowing purchase,5
Good neckband voice call connectivity is good but create pain in ear,Value-for-money,4
Very nice product bettery quality mast 10 mint charg 40 hour music,Terrific purchase,5
Perfect value for money product,Mind-blowing purchase,5
Osm bass I love itttt 😙❤️💖❤️💖❤️❤️❤️❤️❤️❤️❤️❤️,Awesome,5
"I am reviewing this device after using it for around 2 months. Decent bluetotooth earphones for regular use. Battery backup is amazing. It lasts more than 1 week usually when using for calling and music purpose. Cable is also very strong. If you are tired of charging earphones again and again and looking for good sound quality, go for it without second thought.",Simply awesome,5
"Pros:
1. God level battery backup
2. Dual device pairing
3. Good fit in ear and comfort
4. Good noise cancellation
5.braided cable and metal body

Cons
1. Too heavy bass, no good vocals",Wonderful,5
Nyccc,Really Nice,4
"It had more battery backup than 60hrs
Non stop usage you get it upto 4 days
Normal usages you get it 8-10 days
Good quality product by boAt company",Mind-blowing purchase,5
Worthy for money. Great sound quality.,Simply awesome,5
Only first month battery packup will be good.. later on it drains easily,Fair,3
Its a very good product.... Bass is good... Battery backup is very good....,Just wow!,5
"Loved it!!
With the normal use you will easily get 3 day battery life",Worth every penny,5
"Super Battery power
Best Bluetooth 🥰❤️
Good quality 😍😘",Excellent,5
Nice sound system,Just wow!,5
Good products,Worth the money,4
"Nothing buds 2024 with ultra bass 2.0 is a mid range earbuds for people who are looking for similar features as airpods pro. Again do not compare the quality; just the features.
Build quality: 4/5
Ultra bass 2.0: 5/5
Sound by Dirac: 5/5
Battery: 4/5
Pros:
1) Sound quality by Direc is amazing.
2) It has 4 HD quality mics with wind reduction feature. Although the person on the other side of the call can still hear 10% of wind blast when on bike.
3) In ear deduction and find my earbuds works ...
READ MORE",Very Good,4
"My First wireless Ear buds ♡ .
Bass 4/5 - ultra bass option makes noticeable effect.
ANC is working well .
Connection strength 4/5
Design 4/5
Battery 4/5

Over all value for Money .",Good choice,4
"Just Killer Product.
Everything can be controlled via the app and most importantly Sensor is top notch.
When you just pull out from the ear the music is paused and when it again puts on the ear the music starts playing..
I really loved it in this price range.",Simply awesome,5
"Sound quality is ok, not worst not best, I don't like too bass heavy tunes, the dirac tuning supresses the mids imo. The fitting was not that snug in my ears I have to adjust them time to time to make them secure inside otherwise one comes loose and the in ear detection pauses whatever is playing, and another thing I didn't like was at high volumes there is too much sound leakage so people around you can hear clearly what you are listening to, in quiet rooms even medium volumes have sound lea...
READ MORE",Good,3
Everything is good in this buds but 2 thinks missing first Charging cable i know that is not necessary but it is and second one is case rope for that special part if company provide holes for rope then company should give us. (but features and noice cancellation is ok ok),Value-for-money,4
Very nice 👌 outstanding,Highly recommended,5
Godd quality buds.. Decent sound quality and built quality. I notice sound is more better with android phone than Iphone.. over all good product.. value for money..,Good choice,4
"Best buds in segment
Bass : 10/10
ANC : 7/10 ( in segment ) transparency mode 🤩
U can feel anc without playing song fan noise will be completely muted. but buds pro is good in anc
Game mode 🤯
Soud quality : 10/10 no doubt
Connectivity: 15 m range automatically plays music when u place earbuds in ear and pause when u remove
Controls : volume up and down , play / pause , anc on/off ,google assistant , receive/ decline call
Design: 10/10 case (mat finish ) and 8/10 buds ( glossy finish )...
READ MORE",Fabulous!,5
"The overall product is quite good, battery backup on the case could've been better, earbuds charge is lasting longer than before buds I've used (realme buds air 2). Build is decent, sound quality is good, right ear bud sometimes detects as ear bud plugged out even though its not(faced on my buds though), 2-3 times earbuds slipped out of my ear should fix stronger in your ears and step out of home, overall you can consider buying it.",Nice product,4
Impressive 😍👍🏻,Simply awesome,5
volume is slightly less compared to realme t300,Really Nice,4
"For the price..it's best
Well designed and the build quality is good
Very well fits in the ear ..I don't feel any pain or something..(light weight)
ANC works well
We can adjust the base..so that's a good option.
Overall it's a nice product for the price.",Mind-blowing purchase,4
"Love this product Tws are worth the money.sound and bass are awasome and app experience are aso smooth..
Nice work Carl vai ❤️ and nothing ❤️🌹",Perfect product!,5
God product,Wonderful,5
"Good product, value for money buy
Sound 9/10
Bass 9/10
Quality 10/10
Design 9/10
Call quality 10/10
ANC 9/10

Within a day I got delivery and I got firm update instantly after it had improve in sounds. ANC works cool.",Excellent,5
