reviews,sentiments,ratings
Good product ❤️,Very Good,4.0
This Mobile R No First Charging capacity....,Not good,2.0
"Had alot of expectations from the Camera but it ruined all the fun at this price. Now regretting, not exploring other options.",Good,3.0
Within less budget the product is super awesome,Must buy!,5.0
Super Performs.... Super clarity .... HD Gorilla display,Mind-blowing purchase,5.0
So beautiful ❤️❤️❤️😍😍😍,Just wow!,5.0
"Very nice, smooth handling,sound, camera amazing",Simply awesome,5.0
Good choice of product,Perfect product!,5.0
"😕Sound is very low.
😔Battery Backup is very low.
😠 Return policy not Available

So choice yours 👎🤥",Very poor,1.0
good phone in low price range. for home use ok. not for heavy use.,Does the job,3.0
"50 mega pixels camera promised, actual camera is 13 mega pixels.
RAM 8GB Promised actual 7 gb
Storage 256 GB actual 222 gb,
Phone design is not good
Battery backup is not good
I'm regretting to buy this phone
Processer g85 promised given g80
Evidence attached
Display resolution is not good",Utterly Disappointed,1.0
Super ❤️,Must buy!,5.0
Maind blowing,Simply awesome,5.0
Superb quality and totaly Paisa vashul,Fabulous!,5.0
I'm very happy thank you Flipkart,Simply awesome,5.0
Best product for those price no laaging,Wonderful,5.0
Good value for mo,Does the job,3.0
Super mob,Simply awesome,5.0
Good phone,Highly recommended,5.0
This phone very good ❤️👑😎,Excellent,5.0
Very nice prod,Super!,5.0
Excellent pr,Perfect product!,5.0
Very good mobile 🤗☺🤩😍,Excellent,5.0
Happy,Fabulous!,5.0
Over all Good money worth,Highly recommended,5.0
Love,Value-for-money,4.0
Average,Slightly disappointed,2.0
Almost good phones under 10k,Terrific,5.0
"Waste of money
Mobile moments slow
Speaker error
Camera performance is low",Could be way better,2.0
Nice feature for this phone,Terrific purchase,5.0
"Very good phone this price

Battery backup good👍",Worth the money,4.0
The great performance good quality no problem I see in the budget very good option,Very Good,4.0
"Awesome product buy without any hesitation good budget phone 📱📱
I love Flipkart product",Perfect product!,5.0
"Nice as usual, POCO brand which fits in budget with good quality n Features",Super!,5.0
"I got the delivery of this phone today and it's work perfectly fine I don't face any big problem but when I play free fire in this its heat up little bit but not much so yes, a nice phone at this price.... I'm happy",Worth the money,4.0
Super quality in product,Simply awesome,5.0
Product is very good,Simply awesome,5.0
Good fine thanks flipkart,Fabulous!,5.0
Sorry,Hated it!,1.0
Nic phone,Great product,5.0
Excellent beautiful,Brilliant,5.0
No working sounds every time low sounds,Utterly Disappointed,1.0
no good,Highly recommended,5.0
Excellent,Good choice,4.0
This product is best quality 👌,Just wow!,5.0
Good mobile for this range,Just wow!,5.0
Supper mobile❤️❤️❤️❤️,Fabulous!,5.0
Very good performance and good battery backup overall it's good.,Good quality product,4.0
Waste phone,Waste of money!,1.0
Nice 👍,Really Nice,4.0
"Best in the market in this price range 💗
Loved it !!",Really Nice,4.0
"The phone is too good.
I prefer to buy this phone. Low Budget excellent phone.
Large Display size and smooth task finishing..
And I'm reviewing this in two days. I have added some photos which are clicked on this phone.
THANK YOU",Just wow!,5.0
Nice mobile 👌,Just wow!,5.0
Very good a quality,Must buy!,5.0
Good product 👌,Worth every penny,5.0
Best.... Value of money,Terrific purchase,5.0
Good phone 📱 price,Awesome,5.0
Nice Phone On This Price 🙂,Terrific,5.0
"One of the best mobile in present. Looking and using nice. All features like battery, display, network, charging, camera, designs are very perfect.",Best in the market!,5.0
"Very nice phone❤
Praise is less 😍😍😍😍😍😍
Best redmi phone❤❤❤❤",Terrific,5.0
Awesome mobile,Worth every penny,5.0
"At this price range, the product is quite good.
Gaming performance well it's pretty good
This phone has a different option for a 50mp shoot.
RAM can be upgraded too. Wow, what more can we ask?
Perfect 💯
I loved the crystal glass design. Loving this product already.",Worth the money,4.0
Good luck with good display,Super!,5.0
Nice an good product.,Super!,5.0
Really nice phone on this budget,Perfect product!,5.0
"Nice phone in this price segment , i love the back design but somehow camera is not satisfactory",Brilliant,5.0
"✅An average phone. Design is good. It have no Quick ball short cut option and Worst camera ever Mi manufactured.
❌🚫❓Packaging of a product should be at least according to its price. Still, Flipkart far behind the packaging . It is a waste to pay 49 rupees for just packing. There was no plastic cover on top of the phone pack, so the dust stuck to the outside of the cover. The phone came packed inside a very small courier cover. It is suspected that the phone has suffered some shocks durin...
READ MORE",Decent product,3.0
"Mobile display and brightness dull
Mobile is okay 👍🙂",Good choice,4.0
Battery charge is too late almost 2 hour but in this range segment good phone,Must buy!,5.0
Very good mobile 👌👌👍👍,Excellent,5.0
very good phone in low price good quality,Excellent,5.0
Nice 👍🙂,Perfect product!,5.0
Superb 💜💜,Terrific purchase,5.0
Nice phone I like,Fair,3.0
"Performance little bit slow
Sound is very bad calling and music speaker is having low sound even you increase to full
Battery is draining fast
Camera is good
Display is good",Good,3.0
Looking osm,Nice product,4.0
Product is good for regular use,Good quality product,4.0
Very good,Pretty good,4.0
Really nice product ☺️,Does the job,3.0
"Camera click dull picture
Performance not up to mark
Look awesome
Battery 👌",Does the job,3.0
Good mobile phone,Super!,5.0
Great phone with great price,Wonderful,5.0
Average good phone,Best in the market!,5.0
I love the design❤,Best in the market!,5.0
Good product in this prize,Worth every penny,5.0
Camera are good at this price range....,Good choice,4.0
Excellent but battery charge very fast Consumshan,Really Nice,4.0
The product is very nice and the performance is good as of now. But the delivery person worst he didn't wait for the data transfer from my old phone. He took away very fast. I lost all my data from my previous phone. Other than that phone performance is quite good except camera.,Nice,3.0
"Nice mobile
Camera Dhasu 👌",Awesome,5.0
Osm phone,Excellent,5.0
Nice design is awesome,Very Good,4.0
Camera is osm,Highly recommended,5.0
"Mobile is worth . But I'm giving only 4stars ,becoz two drawbacks in this phone
1. slow charge (take 2 hours for 0to100%)
2. Camera is not worth it's like 16 mp .
But otherwise phonedesign is awesome , performance also good for homeusers .
But not for gamers and 24*7 users .
I m also very fear before I saw these comments from Flipkart for this but phone is good ,go with it ❤️",Delightful,4.0
Very nice product,Nice product,5.0
Writing after 4 days of use. According to 6 Gb ram phones it is working slow and lag can also be seen. Games is not working up to the point. Game stuck in between. If you have to buy for normal use you can go for it but remember phone doesn't have capacity for heavy use. In fact in normal use it's also lagging. Battery backup is average approx 12 hrs ( based on normal use).,Fair,3.0
"It's good, not very good, it's a great phone at this price",Good quality product,4.0
Very nice phone good looking,Very Good,4.0
Good product for the money,Pretty good,4.0
"Best for gifting your parents and younger siblings best I love it , I have gifted it to my mom she had loved it .",Great product,5.0
"Very good product.
I am very happy.
Thank you filipcart",Best in the market!,5.0
"Excellent phone
But in gaming and some time i have experienced little bit lag
Overall phone is awsome at this price range , I liked most thing in camera and look
Good phone at this budget",Super!,5.0
Awesome 😎,Excellent,5.0
Only Redmi,Brilliant,5.0
Very good product in this range,Classy product,5.0
Mobile battery 👎,Wonderful,5.0
"This is awsome,,,, I love it❤❤",Brilliant,5.0
The phone is very nice and the modale very inpressive😄😄😄😄😄😄😄😄😄😄☺☺😍😍😊😍😍😊😍☺😍☺🥲😍😍😊🥰🥰😍☺☺,Terrific purchase,5.0
"it is super mobile it fast and clear camera. Amazing performance good for normal people , affordable",Worth every penny,5.0
"Good product at this price range. Camera quality is decent, not exceptional but does the job. Overall performance is good. Sound quality could have been better. The only drawback is charging, even with a 22.5W charger it takes atleast 2 hours to go from 10-100.",Good product at this price range,5.0
Best mobile phone supar,Worth every penny,5.0
"Camera quality decent but design 👍🏻 good..
Personally value for money is rs,10499 .. Thanks Flipkart
Redmi 12 4g great service and product good 😊",Just okay,3.0
GOOD PRODUCT UNDER BUDGET,Wonderful,5.0
Very hood mobile phone at this price segment,Super!,5.0
"Pros:


Big display
Big battery
Low price
Nice design with back glass and punch hole display
Good processor processor
Best in this budget. Under 12000/-


Cons:

Decent /average camera",Fabulous!,5.0
Good according to price.....,Fair,3.0
"Dear sir, phone quality is very good. Battery pickup is good. But the phone camera quality is very poor.",Does the job,3.0
Display problem,Good,3.0
Charger is to slow. Not proper charge phone,Does the job,3.0
This device is good. Overall performance is good but the camera is a little weak. Everything else is fine.,Fair,3.0
Battery ok,Decent product,3.0
"good ,",Pretty good,4.0
Looking wise 👌 very nice.. but camera quality worst.,Value-for-money,4.0
"Display is not that much good enough for viewing experience. 90 hz works well. Camera is ok for this price. Too much height for the device, can be reduced so that redmi can reduce the cost. G88 is not capable for hard use . Multi tasks are easy on 6 128 varient.",Perfect product!,4.0
"It's A Very Good Phone And It Also Performs Well In Gaming , No , No Overheating , And The Camera Quality And Night Mode Is Also Best",Good quality product,4.0
"Nice product
Camera : normal
Battery : normal
Display : good",Value-for-money,4.0
Average phone but down price👍,Delightful,4.0
Mobile was reason awesome... really worth buying,Nice product,4.0
"Mobile is awesome in this range, overall good experience but charing is slow, camera also an average otherwise mobile is best for normal use.",Very Good,4.0
Very good phone n camera quality make little better,Very Good,4.0
Phone look at nice and camera quality is low but battery backup is good,Delightful,4.0
Excellent mobile in this price,Wonderful,4.0
Battery Backup not as good that i think.Sound of the ph to poor. Otherwise product was good. Camera very impressive,Good quality product,4.0
"I received a good product. Display and performance also smooth, but one thing about it is , that it's battery🔋 drains too fast. Per minute.",Pretty good,4.0
Very good,Value-for-money,4.0
Was expecting 2 sim and a dedicated memory card slot...Or else I wouldn't have bought this,Value-for-money,4.0
Camera is good,Good quality product,4.0
Design is good but parfomence is batter,Best in the market!,5.0
Awesome. Without any doubt go for it. It's a best one in market present days in this price 👍😍,Fabulous!,5.0
Nice 👍,Terrific purchase,5.0
Product is good. Liked it's performance. Dislike delay battery charging,Pretty good,4.0
Beat productnvxjjfhz,Terrific,5.0
Good product 🙂🙂🙂 iam soo happy 💕🙂,Awesome,5.0
"It's very good product in low budget
Choose this one if u have low budget
😀🥰😍😄",Good quality product,4.0
Its a nice product overall. I am happy with the performance of the product.,Great product,5.0
"I love this mobile, use easy, very very good, and Super,performance, thank you flipkart🌹❤b....trust me.",Must buy!,5.0
Love it 😍,Nice product,4.0
Good quality and phone performance was good I'm satisfied with this phone.,Mind-blowing purchase,5.0
"Excellent product, Masha Allah overall performance is good for this price range.",Wonderful,5.0
Nice mobile I love it fast running camera 1 no. Quality 8Gb ram +5Gb 🥳nice product I love it,Worth every penny,5.0
Very Nice Phone 📱🩵😁,Worth every penny,5.0
Nice pic,Worth the money,5.0
Redmi Mobile Super 👍,Wonderful,5.0
Cool design 👌good product,Delightful,4.0
Camera is good. Performance is ok.,Wonderful,4.0
Nice mobile,Just wow!,5.0
"The product is almost good. Below are some points that can be considered if someone wants to go for this.

1. Not handy. Size is a little large and difficult to handle with a single hand. More chances to fall.
2. Battery backup is not as expected from Redmi.
3. Performance is good.
4. Camera quality is ok.",Good,3.0
Overall good product. Thanks Flipkart,Fabulous!,5.0
👍 good,Must buy!,5.0
"Mobile is good but battery backups not good
Redmi 12 5g",Good quality product,4.0
This price best option redmi 12 5g,Good quality product,4.0
"Nice product by mi but all old features are not their . Mi updating their product or only giving ram and rom storage ...
So so many features are in old product in new phone nothing their. I'm fan of mi last 10 years using same brand .
By the way phone was good
Nic",Mind-blowing purchase,5.0
👍👍👍 Better Products Best Phone is this year Redmi 12 5G,Simply awesome,5.0
"To be frank, Redmi 12 5 g phone was awesome, very powerful processor , but there was one problem is battery drain, please xiomi fix this problem,, onwards it's a budget worthy phone, go on this one ❤✌",Terrific,5.0
I love this product so much .... The design is best and the performance is also best. The back camera is great but the front camera is ok.... I am satisfied with this product.,Terrific purchase,5.0
Not bad.,Worth every penny,5.0
Best phone in 15k range i bought it for my mom amazing performance and look mainly glass back and frame🔥,Terrific,5.0
Delivery was late but the product is good except the battery which I was expecting good but little bit fast draining and camera is average rest all good,Good quality product,4.0
This mobile also. Very good ficharge thank you for Flipkart,Awesome,5.0
Camera quality not good,Decent product,3.0
"Good product,but cameras function is not good",Very poor,5.0
"Nice value for money.
4.5/5",Perfect product!,5.0
Superb mbl ...camera also good quality,Great product,5.0
It's good,Awesome,5.0
"Nice Mobile I Bought 8/256 it's performance is So Good.
And the design was awesome best in black colour black colour was love 🖤🖤",Super!,5.0
"Good, performing nice as of now.",Must buy!,5.0
Goog,Worth every penny,5.0
GOOD,Awesome,5.0
"Battery is not good, if you use the internet little higher you have charge twise in a day. Camera is ok not compatible like 50 mp. Charging is very time taken, full charge can take 2 hours.",Decent product,3.0
Nice but camra average,Super!,5.0
"📝Good camre
❤️ Battery
🔥 Display
⚡ Design
💯 Performance

All future in the best
Best price",Super!,5.0
Nice pick,Super!,5.0
Amazing...I loving it....5G network and phone is good....best phone in lowest price.. phone is working running smooth with fast performance.....,Wonderful,5.0
This price good mobile phone,Mind-blowing purchase,5.0
Camera is not good. Overall the phone is ok but not impressive,Does the job,3.0
Best,Decent product,3.0
Photo clarity not satisfied.... chargeing time phone heeting.....,Nice,3.0
No dual sim,Did not meet expectations,5.0
Amazing just go for it best price,Just wow!,5.0
Battery drains too fast and camera quality not so good but this phone is good for regular use..,Value-for-money,4.0
"If you need more storage then this phone is for you because it delivers best value for money at this price range, but performance is ok ok",Pretty good,4.0
Very Good,Delightful,4.0
"Nice shape,working fine",Really Nice,4.0
good product.,Very Good,4.0
Good 👍 Paisa wasool...,Great product,4.0
Product is good,Delightful,4.0
"Nice product ,,☺️ and fast delivery Flipkart thank u👍",Value-for-money,4.0
Satisfied,Worth the money,4.0
Best phone,Value-for-money,4.0
Nice design. Best at this budget but speaker is not good . Low sound quality on high volume . It took 1.30 hours for charging from 30 to 100 . Otherwise nice phone under this price,Very Good,4.0
Good mobile,Really Nice,4.0
Awesome phone looks is very impressive 😍,Good choice,4.0
Camera good display good design good also buy it💕,Terrific purchase,5.0
Thanks flipkart super mobile,Great product,5.0
Fall in love,Highly recommended,5.0
Gajjjjjjjjb phone,Brilliant,5.0
excellent,Highly recommended,5.0
All functions is best but camera is low quality,Excellent,5.0
Good product and good price 👍,Great product,5.0
All is well,Brilliant,5.0
Value for money best in price Thanks Flipkart,Best in the market!,5.0
Good quality product. Nise camara. Good 👍,Fabulous!,5.0
Good produced.,Simply awesome,5.0
Nice phone value of money,Brilliant,5.0
Value for money,Awesome,5.0
Best quality 💖,Excellent,5.0
All good.,Fabulous!,5.0
Great experience with 12 5G,Highly recommended,5.0
Satisfaction,Awesome,5.0
Very nice mobile 📱,Mind-blowing purchase,5.0
Good working and Thank you Flipkart for EMI option,Must buy!,5.0
Best price,Classy product,5.0
Camera quality bad and battery bhi bad hai 5G not support the phone,Worthless,1.0
Very good product 👌 👍🏻,Best in the market!,5.0
"Very slow charging, no return option",Hated it!,1.0
Mobile hanging problem,Worst experience ever!,1.0
Best phone on this price...,Must buy!,5.0
It's good.,Wonderful,4.0
V good,Great product,5.0
Good for using,Brilliant,5.0
It's better phone with suitable.. Every thing in this mobile feature amazing. Must buy. Only sound just a little bit 🤏 low. Just a little,Wonderful,5.0
Good phone...,Super!,5.0
Nise,Good,3.0
Best h,Worth the money,4.0
Nice phone..,Brilliant,5.0
At the price range of 13k This is a good phone having a decent camera quality with a good processor and a good battery backup. Having a decent look and performance was also good.,Classy product,5.0
Back Camera is not effective as claimed to be 50 mp. Front camera very poor quality. Return policy is also un friendly,Horrible,1.0
Supar,Terrific purchase,5.0
Nice,Good,5.0
Where i place my sd card... Feel bad about this... I didn't expected.....,Bad quality,2.0
Superb 👌👌👌👌👌👌👌👌,Super!,5.0
Best camera I'm fully satisfied,Brilliant,5.0
Best performance. Smooth and camara quality is good . Best phone in cheap price,Very Good,4.0
Good Product in this price !,Best in the market!,5.0
the phone is very good,Just wow!,5.0
Nice mobile according to this price,Worth every penny,5.0
Very good product ☺️,Brilliant,5.0
Realme C51 Best Phone 4G Device Model By IPhone Look 👌 😍,Wonderful,5.0
This was performance are very good,Excellent,5.0
Wow nyc look,Best in the market!,5.0
money and best,Wonderful,4.0
"Thanks for Flipkart 😍
It's awesome mobile 😘",Great product,5.0
Budget friendly. Good design,Worth the money,4.0
"Slim design, easy grip, aur comfortable feel. Perfect hai boss.",Just wow!,5.0
"Awesome phone...

I received the product within 1 day.",Terrific,5.0
"It is a very good phone at a low price, we like it very much",Simply awesome,5.0
Nice look budget Mobile,Brilliant,5.0
Item good looking,Awesome,5.0
Bast mobile,Terrific,5.0
At this price range realme C51 is awesome..phone looking like Premium mobile ..,Mind-blowing purchase,5.0
Nice looking good product 🥰🥰🥰,Simply awesome,5.0
Very good product and very nice colour best product,Worth the money,4.0
Looking excellent but camera not upto the mark,Wonderful,4.0
Ok phone,Awesome,5.0
Amazing 🥰,Perfect product!,5.0
Veri good product,Best in the market!,5.0
Nice Phone this Price Range,Simply awesome,5.0
Good,Delightful,5.0
Average Budget Smartphones,Great product,5.0
I'm happy,Just wow!,5.0
Good company,Highly recommended,5.0
Nice 👍,Worth every penny,5.0
This phone is affordable price middle class family,Excellent,5.0
Like it. Value for money💰 avarage good,Awesome,5.0
Super quality,Classy product,5.0
D-best phone under 9K is C51 currently.,Great product,5.0
Awesome products with this price,Excellent,5.0
Less price good product,Worth the money,4.0
Cemra very nice looking 👌,Wonderful,4.0
Awesome phone...go for it,Good quality product,4.0
Product is nice... Camera clarity missing.. Nice look price is also reasonable... I satisfied with this product,Pretty good,4.0
Battery is very fast 😔,Good choice,4.0
"Everything is fine but fingerprint scanner and face unlock are the worst.
Lot of software bugs are there",Unsatisfactory,3.0
Product is very good,Perfect product!,5.0
Very good product,Classy product,5.0
Realme Brand mobile So good And good luking..👍,Perfect product!,5.0
Good camera📷,Wonderful,5.0
"Very poor performance, don't buy this variant.",Did not meet expectations,5.0
Good mobail value for money,Super!,5.0
Very good product in such price..,Fabulous!,5.0
"Looking good
Camera quality assurance awesome 😎",Highly recommended,5.0
Phone design seems to be amazing and itne pricing mei 33W is like wow.,Must buy!,5.0
Good battery life..,Good choice,4.0
Nice in this budget range 33 wats charger amazing in this price range good simply go for for normal user not for heavy user casual use ok,Really Nice,4.0
"The looking of the mobile is very good, the performance is also very good, it is a very good phone.",Pretty good,4.0
"Value for money.
You are going to be a big fan if we talk about the design of the device",Very Good,4.0
Like this look in this budget gud phone..,Delightful,4.0
"Mobile is too slow
Camera - average
Look - average
Battery - good
Performance - poor",Nice,3.0
Good 👍,Just okay,3.0
"Superb Camera Quality
Good performance
Display Sound",Worth every penny,5.0
"Mobile Hanging problem is there, while using mobile it's automatically getting restart. Performace is not upto the mark please try to solve this asap",Not good,2.0
Nies,Super!,5.0
"Value for money
Battery 🔋 good
Performance good
Nice 📱 in this budget",Super!,5.0
Superb,Wonderful,5.0
Good but if there was 6GB Ram 128GB Rom option at this price point would be better,Classy product,5.0
👍 nice,Terrific purchase,5.0
Best product ever😍the design is pretty then system photos.. Everything was best. Camera quality and in hand feel is super cool.. Go and purchase 😍you never disappointed,Wonderful,5.0
Good product for this price segment.....,Must buy!,5.0
This phone battery is very good,Excellent,5.0
"Very good phone in this price
Must purchase this item",Classy product,5.0
Camera is very bad very slow processor,Moderate,2.0
"Awesome product
Gjbb quality
Fabulous battery backup
So sweet camera",Super!,5.0
Very very nice,Just wow!,5.0
"This phone is going to rock, so many features and pricing is superb",Must buy!,5.0
"The handset looks fine but the performance is very bad like processor, camera, features, and display quality.",Good,3.0
bk it's a good phone,Must buy!,5.0
"Good price and product
1. 33 Watts fast charging
2. 5000 Mah Battery 🔋
3. 64 mp camera 📸
4. 13 Mp front camera 📸 🤳
5. Big Display",Just wow!,5.0
Superb,Value-for-money,4.0
Value for money in this price range,Wonderful,4.0
Battery backup fast,Nice product,4.0
Nice 👍👍👍👍👍👍👍,Wonderful,4.0
Budget king👑 phone,Value-for-money,4.0
"Value of money....
Good product in budget.....",Good choice,4.0
"Nice mobile phone, camera and display is also very nice,come with a mobile cover and a charger 👍👍",Really Nice,4.0
"Good phone

display is next level",Simply awesome,5.0
"All' Rounder Phone
6.67 inch FHD+ Amoled Display
50+2+Front 16 MP Camera
5000 Mah Battery
Dimensity 7050",Mind-blowing purchase,5.0
Just excellent camera and display.,Best in the market!,5.0
"Nice phone.Its battery is also better and its performance is also very good.
Overall Nice 👍😊😊😊😊💛💜💙💓
Fingerprint sensor is on the display.",Classy product,5.0
Super phone this budget. and mind blowing performance ❤️❤️❤️,Must buy!,5.0
"Very Good Product, Camera and battery is average. Performance is very good.",Best in the market!,5.0
This phone had back ligh leaking issue other than that it's very good phone .,Really Nice,4.0
One of the best smartphones on the price segment and the very best seller on the Flipkart soaping platform.,Classy product,5.0
Best phone value for money,Great product,5.0
"Realme P1 exceeded my expectations! The sleek design and vibrant display make it a pleasure to use. The camera captures stunning photos, and the battery life keeps me going all day. Plus, the performance is smooth, even with multiple apps open. Definitely worth every penny.",Best in the market!,5.0
"Build quality is premium.
Performance is satisfactory
Back camera is good, good vibrant picture in day light condition. Selfies are good.
In low light and indoor front camera is not good, hopefully realme fixes this by update
Battery is 5000mh, but it drains fast. You have to stop background operation for few apps.
Over all good for amoled display , back camera , performance. Display could better in terms of resolution and pictures.
In this price range almost one of best features in this phone.",Value-for-money,4.0
Product Is Good But it Got Heat Problem and camera quality is not that much good. performance is good best phone under 15k,Really Nice,4.0
Good phone under 15k,Great product,5.0
Overall nice product,Best in the market!,5.0
"This phone unbelievable specs under 15k
Processor excellent
display excellent
camera good
Charging very good
Design very good
overall best phone under 15k",Great product,5.0
"Awesome phone 📱🤳
Mind blowing purchase by Flipkart
Camera is mind blowing
Battery 🔋🔋 and display is also Awesome.
Overall best phone in this Price range.",Highly recommended,5.0
Phone is good but mobile have fake 7 layer cooling system not working after video call heating is to increase 😕😔😔😔,Just okay,3.0
Front camera is good but back camera is mediocre,Really Nice,4.0
Best Phone According To The Price,Must buy!,5.0
Best phon in the sagment,Delightful,4.0
I'm writing this review of one week usage in my opinion it should be more worth it since the phone is getting heat while using some features that are not available in this phone which is air gestures but in the lower model you can find these features overall it's good phone in this price segment.,Worth the money,4.0
Very nice phone for family like for father i bought for my father awesome phone,Simply awesome,5.0
Nice products,Pretty good,4.0
"MOST BEAUTIFUL DESIGN REALME P1 5g
Camera 10/9
Display-very Smooth/10/10
Battery Backup-10/9 good
Design Very Good 10/10
Gaming-10/9",Worth the money,5.0
Nice mobile value for money,Nice,3.0
"In this price segment realme p1 5g is the best performance based smartphone .. i. Just want to say if you have 15K budget, then don't overthink just go for it ...",Good quality product,4.0
Good product but camera performance decrease day by day and display battery backup was very good,Decent product,3.0
overall velue for money 💰🤑,Wonderful,4.0
Good phone overall for budget,Value-for-money,4.0
Nice mobile. Best valu 4 mani,Perfect product!,5.0
"1.Camera 3.9
2.display 5.0
3. Performance 5.0
4. Battery 5.0
5. Design 5.0
************************
Overall Best Mobile Under 15k",Pretty good,4.0
"By performance point of view 5/5
By camera point of view 3/5
Battery 5/5
Design 4/5
Storage 5/5


All over 4/5 overall good but camera should not too much good it's average and too many advertisement inside the phone that should be removed",Really Nice,4.0
Mob is God but not double jio sim 5g. 1sim 5g 2nd sim 4g wark. I het YouTubever review.,Fair,3.0
Awsome,Great product,5.0
"Good
👍👍👍👍😊😊",Terrific purchase,5.0
"Best 15k phone
Value for money good realme",Highly recommended,5.0
All round mobile budget price ⭐⭐⭐⭐,Super!,5.0
"Back camera design pr acha focus kia h, its gd for daily use",Perfect product!,5.0
Nice camera I love it thanks realme,Nice,3.0
"I like 😊 this product
nice product

camara 10/9
battery 10/10
dosplay 10/10
look 10/10
charging
time 40 mit 10/10",Great product,5.0
"Best phone in this budget.
Thank you Flipkart and Think you Realme🤗",Mind-blowing purchase,5.0
"Display is awesome and attractive design
Performance is good
need to improve camera qualify.",Simply awesome,5.0
The camera on this phone captures moments with such clarity n perfection,Awesome,5.0
Really p1 series good,Terrific,5.0
"Design and colour is good, camera is decent, sound quality is average, performance is good.",Worth the money,4.0
Go product blindly go for it,Pretty good,4.0
"Undar 15K best everything my experience
Amoled display under fingerprint dual speaker MediaTek 7050 best processor this price
Very good designs very impressive 45 watt charger also good mini capsule is interesting
4.9***** this price",Awesome,5.0
Back camera decent,Classy product,5.0
"Very nice, i satisfied ☺️😻",Excellent,5.0
Power,Delightful,5.0
"After Using 37 Days I am giving Honest Review
Battery 🔋 is Good Condition and charging support 0 to 100 it will take around 50 to 60 minutes
And camera performance ok 4/5 within this price
Allrounder performance with this price good to Purchase",Awesome,5.0
This product is best,Must buy!,5.0
"I would say the phone is good but the battery department is not up to the mark. Need to charge 2-3 times a day if you use it around 6 7 hrs a day.
R",Good,3.0
"As a user of the Realme P1, I can confidently say it's a fantastic device. The 6 GB RAM and 128 GB ROM ensure smooth multitasking and ample storage, holding up to 3000 photos effortlessly. The Dimensity 7050 processor with its 2.6 GHz octa-core setup provides powerful performance, eliminating any hang issues.

The camera setup is impressive, with a 50MP + 2MP rear camera delivering vibrant, detailed pictures, and the 16MP front camera capturing sharp, attractive selfies. The 6.67 inch Full HD...
READ MORE",Wonderful,4.0
"This phone is working very good, and all quality of this phone is best, but battery is as expected.",Good choice,4.0
"Overall a good phone under 15k
Performance is also good👍",Excellent,5.0
I was struggling to purchase a budgeted phone but suddenly I came to know about P1 and I grabbed it.As always Realme did not disappoint me and in this price segment this phone is faadu. Blindly go for it. Its a total power house.,Excellent,5.0
Budget phone brought it with exchange but a lot of unnecessary apps (mostly games) which we can't delete..,Nice product,4.0
"Overall, the performance of the mobile is number one. There is a lot of smoothness. The battery backup is also very good. Charging is fast. The sound quality is also fine.",Pretty good,4.0
"I think this phone is all rounder phone.
Very good performance
Iam Happy this mobile thank you Flipkart 😊😊😊
Good display 😊😊😊",Delightful,4.0
Nice mobile camera normal display good.,Wonderful,4.0
"Display quality good
Battery charging faster but battery drain very fast
Camera quality average
Phone design good but camera shape very big and camera looks different from phone phone heating
But overall good in budget range",Good choice,4.0
"It could be slimmer and the black space for camera Is much more larger than needed .

A little hard to hand ,
Speakers on both up and down side , good one ,
Nice display quality ,",Pretty good,4.0
Great performance display good battery pickup good camera is average,Wonderful,4.0
"Phone is good.
Camera is decent. Battery is also good. Performance is great.
OIS could have improved camera quality.",Good choice,4.0
Overall gd f,Good quality product,4.0
"Don't expect much from the camera and battery.
Performance on this price point is top notch 💯
The quality of display is very good 👏
Worth phone under 15k 🔥",Value-for-money,4.0
"Camera is not good in this price range other wise battery, display and performance was good .",Worth the money,4.0
"I love this phone
Performance is superb
Battery is also good but not superb
Display is fantastic
Camera is ok ok



Overall best phone under 15k",Good choice,4.0
Camera is avarge but value for money,Really Nice,4.0
Good Quality 👍,Good choice,4.0
Absolutely good phone in this price but the camera could be better....,Value-for-money,4.0
All over phone is so good but camera is very bad.,Wonderful,4.0
"I write this review after 7 days of using this mobile
Display is superb and camera photo are over saturated but good
Pros
1.Display is looking good and outdoor brightness excellent performance
2. Battery 🔋 Backup osm
3. In display fingerprint good and accurate
4.MD 7050 process preformed well
5. bokeh camera video superb
Cons:-
1. Main camera clicks over saturated photos and Noice please fix in update
Over all
1. Display 10/10
2.Camera 10/8
3. Battery 🔋 10/10
4. Performance 10/9
Over a...
READ MORE",Perfect product!,5.0
"Realme P1 is a above average phone
1.Camera setup is not looking good and the photos and videos quality is just average.
Please Improve camera quality...
2.By using 45W Charger , Charging speed is also slow

Overall a good phone for general user's",Just okay,3.0
"Performance to good
Display very good
Nice design
But the battery drains fast so I think the real me will improve the battery performance",Highly recommended,5.0
Nice phone wat battery fast drain,Terrific purchase,5.0
"The best mobile u can get in 15k😍😍
Good Job realme🔥",Great product,5.0
"I am using one month
Camera 4/5
Battery 5/5
Display 5/5
Performance 4/5
No heating issues
Overall nice phone in this price range
Realme P1 5G mobile is awesome one👍🏼",Simply awesome,5.0
"Phone is worth buying and Value for Money
Good build quality 💯",Best in the market!,5.0
"Awesome Phone, good color, stylish and seems a very costly Phone in this price and overall saying means I am very happy buying this Phone",Great product,5.0
